gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
YBL039C	4154.30453967354	-0.893552869231642	0.15441125435639	-5.78683770788671	7.17238124200227e-09	7.84383820933866e-08
YBR264C	1150.38338623695	0.97000321735162	0.167552250243529	5.78925807288038	7.06980036006029e-09	7.84383820933866e-08
YBL010C	342.360343056558	1.18788875644021	0.214366953742199	5.54138002944604	3.00097142718781e-08	3.21354023661361e-07
YAL060W	1108.34042539603	-1.00948504867353	0.184194605135311	-5.48053537144561	4.24040727383693e-08	4.44810069133099e-07
YBR007C	25.77713355179	-8.43974257777476	1.54896400721869	-5.44863698474769	5.07572907313332e-08	5.21784948718105e-07
YAR035W	60.7661727499853	-2.48618666252706	0.456991238909955	-5.44033769325047	5.31796703305604e-08	5.35967657841334e-07
YBL086C	699.564397652756	-0.971253195102943	0.179990694913016	-5.39613003645726	6.80936042153143e-08	6.73079087820607e-07
YBR002C	531.362857442246	1.08274692746665	0.201301715010558	5.37872679032993	7.50144440629832e-08	7.14176620064264e-07
YBR085W	484.415244578164	-1.04562801801549	0.194402025557498	-5.37868890520499	7.50302285670627e-08	7.14176620064264e-07
YBR218C	770.71849860768	-1.10244380127526	0.205630508094298	-5.36128520759041	8.26319344662032e-08	7.72232987556881e-07
YBR138C	209.246874292019	-1.28956632862199	0.245755401419292	-5.24735701097293	1.54296719205178e-07	1.41622345841895e-06
YAL026C-A	91.8472884583325	-1.85335503377163	0.354499454042556	-5.22808995228846	1.71270183935795e-07	1.54443639549121e-06
YBR026C	2480.80294501336	0.84991693768006	0.163090228581754	5.2113296122705	1.87491994190352e-07	1.66156698299726e-06
YBR296C	1943.65168503912	0.865001384343461	0.168523554301204	5.13282186534848	2.85430028399322e-07	2.48662770503816e-06
YBR055C	1243.96721365775	0.892918812032826	0.175550706474033	5.08638689053013	3.64949203681178e-07	3.07514574905124e-06
YBR294W	25.9594257189617	7.8451506002829	1.54143627446617	5.08950692950303	3.58995741596697e-07	3.07514574905124e-06
YBR069C	2213.87018353716	-0.824132436232084	0.163830054802496	-5.03041055089442	4.89430684944505e-07	4.05753825905606e-06
YBR086C	2394.85804961917	-0.797682146504014	0.159052685373278	-5.01520703427261	5.29763895575328e-07	4.3222006718368e-06
YAL033W	1677.00186002931	-0.794091545529362	0.160086912366267	-4.96037767105246	7.03562562968503e-07	5.65048683384079e-06
YBR092C	987.119050644401	-0.887831037124592	0.179921064118911	-4.93455861587067	8.03322182157564e-07	6.35242464044597e-06
YBR050C	411.505548758101	-1.1155779632621	0.226552887780169	-4.92413923385777	8.47324922301659e-07	6.59886378883413e-06
YAL034C	736.806184548376	-0.998459921403303	0.204139890006524	-4.89105740858091	1.00295703824486e-06	7.69432712922179e-06
YBR153W	257.126277157667	1.19409652843439	0.244998752250763	4.87388820336603	1.09422928249816e-06	8.27108604711843e-06
YBL001C	10559.7355813241	0.767794551999939	0.157787943127066	4.86598999127352	1.13885281079512e-06	8.48362818476364e-06
YBL060W	217.412369191784	1.19655553667508	0.2473293036259	4.83790444210743	1.31215194608799e-06	9.63494428984611e-06
YBR156C	51.1302611098598	-2.34794133461352	0.486811624498517	-4.82310038720259	1.41343787266669e-06	1.023249389508e-05
YBL069W	679.97966541264	-1.02639887632317	0.215192557678223	-4.76967645813264	1.84522045034308e-06	1.31728237705048e-05
YBR187W	946.130908219158	-0.821058818287227	0.173735195931632	-4.72592104256371	2.29074652453576e-06	1.61293659398819e-05
YBL047C	1949.52674917786	-0.776178748856978	0.166518617106575	-4.66121303637904	3.14351133311116e-06	2.18346598002586e-05
YBR268W	857.162635273079	-0.834940732076634	0.179365066685463	-4.6549796317964	3.24012736132232e-06	2.22056728495956e-05
YBR149W	6363.72034553559	0.693383846714474	0.14950691038259	4.63780466695549	3.52129330214575e-06	2.3815062596091e-05
YBR143C	3173.46830513331	-0.759932583983956	0.165673829458758	-4.58691989233657	4.49833182489111e-06	3.00278254284939e-05
YBL029W	160.188355125987	-1.45263397199159	0.317264163029161	-4.57862608282699	4.68040010803511e-06	3.08426366093596e-05
YBR206W	147.076710332093	1.36738931650742	0.3005568203305	4.54952017060802	5.37683801180893e-06	3.49834776970859e-05
YBR064W	12.7438982606884	-7.41822648059676	1.64479054980614	-4.51013442500087	6.47865588516588e-06	4.16253640621908e-05
YBR221C	11182.5204836149	0.655169329463604	0.145353317700504	4.50742604178847	6.56187918650426e-06	4.1639579035348e-05
YBR267W	404.246161055519	1.11603100810103	0.24781931848951	4.50340600927877	6.68729508574103e-06	4.1917922854523e-05
YAL051W	430.597215887941	-1.04840291505077	0.23517721090967	-4.45792732635754	8.27559470343733e-06	5.1248863585142e-05
YAR018C	197.758221109473	-1.1974031211419	0.268919675206029	-4.45264230006423	8.48199910391626e-06	5.19017564215828e-05
YBL094C	321.398407642321	1.11212153222104	0.250722721609657	4.43566313049389	9.1789291357888e-06	5.55055244211229e-05
YAR028W	875.899078581292	-0.821552639326886	0.185490958684259	-4.42907107254389	9.46398337868222e-06	5.65638076353798e-05
YBR079C	646.916281975363	-1.1726828951526	0.267204197209805	-4.38871435178778	1.14022715972018e-05	6.73651448386406e-05
YBR084W	2931.75182614506	-0.671513662164217	0.15461930851643	-4.34301296912645	1.40541834035346e-05	8.05879271781432e-05
YBR154C	3252.6067716432	-0.658378777157497	0.151625724071897	-4.34213113366774	1.41107265487021e-05	8.05879271781432e-05
YBR234C	3696.98426095166	0.682282872597087	0.156996012816044	4.34586114869385	1.38730310137845e-05	8.05879271781432e-05
YBL004W	1890.95393556739	-0.686614554402262	0.158323858245718	-4.33677249916838	1.44590141888674e-05	8.16695966272293e-05
YBR089C-A	3104.13182829558	-0.653780127671304	0.151816361830713	-4.3063877950146	1.65942041295307e-05	9.2711096984552e-05
YAL021C	786.189727376851	-0.820899941091756	0.192664205948926	-4.26078075607552	2.03713997985036e-05	0.000112590317165923
YBR078W	13160.4723603343	0.679259754902824	0.159545955932515	4.2574551697828	2.06767105697001e-05	0.000113062013115169
YBR295W	547.060727939148	0.799657219764352	0.189365379720813	4.22282690185139	2.41257107427839e-05	0.000130532792860957
YBR006W	1916.55576304544	-0.69928927123745	0.170584961384552	-4.09936060929213	4.14293097136364e-05	0.000221819429091762
YBR011C	34801.0388710721	0.763968871556953	0.189016942330245	4.0418010266094	5.30422323243936e-05	0.00028106914860555
YAR042W	236.664319383822	-1.02345845858962	0.255286384592699	-4.0090601001793	6.09609014363577e-05	0.000317894630531872
YBR236C	603.964255459191	-0.815138412149991	0.20337659683208	-4.00802464416798	6.12287323397964e-05	0.000317894630531872
YBL040C	5360.33594681889	0.60089282876937	0.150727420567365	3.98661919979458	6.70214635423473e-05	0.000344490322607665
YBR196C-B	84.2571512276224	-1.36475507055156	0.347097513473594	-3.93190679153448	8.42747428250847e-05	0.000428883344674194
YBL032W	898.232388280691	-0.836804640533433	0.214226510284668	-3.90616753930909	9.37715081606293e-05	0.000472534854848661
YAL017W	446.516074984837	-0.830471362677231	0.213382418764755	-3.8919390242398	9.9446241281227e-05	0.000496265708917968
YBR095C	860.037050298464	0.671405860861679	0.176258853842602	3.80920360154639	0.000139415122389766	0.000689032431810961
YBR056W	2250.92849925011	0.631616267048266	0.167477835167501	3.77134243714436	0.000162371669936863	0.000794847984262358
YAL037W	421.784020379294	0.847838015921982	0.225275685070375	3.76355759680465	0.000167513122931366	0.000812280614969078
YBL027W	44900.2211512247	-0.561186448663504	0.151115123790559	-3.71363523773631	0.000204303207584099	0.000972331932390987
YBR037C	828.678972457504	-0.710844791835634	0.191295242895274	-3.71595645075603	0.000202436450734788	0.000972331932390987
YBR196C	35650.7868335164	0.610651266699385	0.165013193684452	3.70062085985142	0.000215072614327049	0.00101419563086333
YAL008W	2591.90960060211	0.629652657623023	0.170355105560398	3.6961185022998	0.000218920818710223	0.00102295728015504
YBR096W	2291.20880726627	0.584520953157319	0.158296917791267	3.69256054579709	0.000222007463591953	0.00102803456113751
YBR214W	1917.37781453623	-0.647674015608236	0.175536758377751	-3.68967743049269	0.000224538578849524	0.00103047169222014
YBL025W	444.038082442785	0.759606756528031	0.206566654242124	3.67729612175289	0.000235719342406535	0.00106280475435929
YBR018C	122.958445303958	-1.15366857194383	0.313695731393232	-3.67766742256896	0.000235376578988775	0.00106280475435929
YBR193C	1053.71385009215	0.625392693961733	0.170551013308255	3.66689521117881	0.000245513345444187	0.00109733790920271
YBR042C	478.907033396374	-0.716565937184249	0.19616974677857	-3.6527851462901	0.00025941127727394	0.00114125503819183
YBR082C	17992.6205515521	0.544138304615066	0.148980183549718	3.65242068877888	0.000259779843323822	0.00114125503819183
YBL046W	539.836416043745	0.691259613111097	0.190822111353731	3.62253414034233	0.000291730942911748	0.00127076020895456
YBL033C	954.275764074903	0.932752262467343	0.258223710260879	3.61218674119816	0.000303625783698825	0.00131145926740501
YBL030C	11071.960650898	0.695720881767866	0.193656390681835	3.59255317791649	0.000327453802206268	0.00140259378611685
YBR213W	354.199287481714	0.753452274701295	0.210716439423454	3.57566916355854	0.000349333200141808	0.00148394433779247
YBR186W	45.8928317246633	-1.73877033054885	0.492840693037741	-3.52805755513313	0.000418621124403518	0.00176369883560171
YBR161W	713.768010569696	-0.79511845601688	0.227186350836644	-3.49985134709347	0.000465517679214929	0.00194533404159735
YBR117C	1074.08099123967	-2.10262317700311	0.602794797563956	-3.48812429287766	0.000486421902380787	0.00201629724051391
YBR219C	7.62081408524222	6.07745955371908	1.74547869906021	3.4818296877477	0.000498000321588726	0.00204777732237284
YBR008C	622.432820074464	0.676007133712423	0.196014642679741	3.44875834004361	0.000563170468026143	0.00227928835090896
YBR087W	639.273355544036	-0.626565286816545	0.181659232943225	-3.44912436689837	0.000562407609602591	0.00227928835090896
YBL029C-A	4792.29599889389	-0.614727773293797	0.179212490319421	-3.43016143684032	0.000603222238925796	0.0024223143031864
YBR248C	1198.52750029123	0.573358956346172	0.16741568610882	3.42476245609082	0.000615337179728669	0.00245180860760105
YAR071W	5.82426285150034	-6.29153129720613	1.83927603237881	-3.42065638134209	0.000624702083815656	0.00246269558690776
YBL007C	3034.12642747285	-0.612999462330032	0.179272378881712	-3.41937484264936	0.000627651988102951	0.00246269558690776
YBR244W	3301.27860339536	-0.513278460361724	0.150480514071702	-3.41092973750178	0.00064741772605679	0.0025210053878272
YBR046C	2122.68124503216	0.583869235933267	0.171957505268806	3.3954274634338	0.000685215277133622	0.00264812520636603
YBR109C	16673.1817829375	0.562557016363097	0.165836824350936	3.39223220515029	0.000693256618076023	0.00265920822157519
YBR225W	829.832721893858	0.602788605893314	0.17782567838934	3.38977256464356	0.000699506316368989	0.00266330553047156
YBL074C	303.120287618479	0.76696809425612	0.22845969556324	3.35712648292405	0.000787570755075735	0.00297655417727153
YBR235W	1237.75448510052	-0.55572496214993	0.166007718399469	-3.3475850852469	0.000815189593529954	0.00305844854798829
YBR005W	1845.21172427612	0.648409567719368	0.195716878797487	3.31299769188682	0.00092301741625407	0.00342955457216607
YBR201C-A	516.959222193284	-0.665339272273524	0.20090819141871	-3.31165826328553	0.000927447637220007	0.00342955457216607
YBR298C	419.894819432862	-0.692374065635107	0.211221202267172	-3.27795722306006	0.00104561239869536	0.00383889123521013
YBR030W	336.112932778197	0.758260304535074	0.233201917267686	3.25151831262471	0.00114790380551117	0.00417225977108226
YBR104W	315.155224828354	0.73700960745427	0.226748061906911	3.25034578578599	0.00115264764103829	0.00417225977108226
YBL015W	604.074316110921	-0.71594779664358	0.221743551551364	-3.22871980553509	0.00124345660001998	0.00446948735951238
YBL063W	444.859808243592	-0.675652751096267	0.211395058588534	-3.19616151677121	0.00139269126382053	0.00497113409447049
YBR088C	1597.90867037518	-0.604173376683803	0.19009496202266	-3.17827137686996	0.00148156009116899	0.00525187508179903
YBR292C	129.976241270479	0.93608236346496	0.294887073638005	3.17437570903521	0.00150159185435531	0.00528642611738787
YBR147W	281.589638107431	-0.727093616975966	0.229343582213054	-3.17032467165581	0.00152268694305481	0.00532422509340254
YBL008W	264.461401721498	0.767290508129309	0.244034088606201	3.14419396286677	0.00166545010735046	0.00578406321066308
YBR047W	603.431980368575	-0.603852578896949	0.19344034774773	-3.12164750491686	0.00179842129150841	0.00620394995862632
YBR297W	532.904358607216	0.608101786206039	0.195271004019708	3.11414277433974	0.00184480196750645	0.00632152140865545
YBL091C-A	1920.13866699938	0.488616517310512	0.157985545641551	3.09279254204128	0.00198282695296921	0.00674949042268988
YBR126C	3829.90346388311	-0.683057341747418	0.225736889520069	-3.02590038872088	0.00247893954877156	0.00836280392662012
YBR194W	514.020515634219	0.602887462008735	0.199325560261982	3.02463698692899	0.00248931712212622	0.00836280392662012
YBR279W	2147.9924290826	0.480942907062374	0.159653649981895	3.01241410463785	0.00259178772707565	0.00865051228387588
YBR111W-A	2256.58089188271	-0.527505475759801	0.175459757660669	-3.00641858163267	0.00264344834013933	0.00876601578601043
YBR136W	331.732806643676	-0.660952724814738	0.220016962536009	-3.00409894399194	0.00266368683739491	0.00877650663090373
YBR142W	865.566546858535	-0.541519413126802	0.180439008274073	-3.00112164385362	0.00268987086245596	0.00880632881084308
YBR173C	6416.06267371778	0.441832534820393	0.147992621363271	2.98550380924631	0.00283111611908584	0.00921008661525394
YAL030W	1493.91977504537	0.524678435468163	0.175941403249962	2.98212032970287	0.00286259462918153	0.00925392226037299
YAL019W	580.795071335008	-0.613635670251262	0.206083055987065	-2.97761340597443	0.00290502150991189	0.00927441649748269
YBR182C-A	53.048071242708	-1.31261288293859	0.440773531270594	-2.97797573995606	0.00290158950429344	0.00927441649748269
YBR257W	413.054042897636	0.710350039524971	0.239711705490885	2.96335148953326	0.00304308864381611	0.00965523186988568
YBL093C	3985.88843285969	0.496160986858288	0.16774593291088	2.95781231919279	0.00309830702987947	0.00971054764242714
YBR108W	467.666970685843	-0.578242389065192	0.195431288606508	-2.95880149585186	0.00308837969527603	0.00971054764242714
